time,user,rating,comment,votes
2012-08-20 13:40:33,Lonely,4,8.0/10 分。妓院里骂人的桥段不是一般的搞笑。。。吴启华的反派角色很出彩。。。王晶模仿杜琪峰的《审死官》之作。主角都是周星驰。。。。1992《审死官》，1994《九品芝麻官》，1997《算死草》，套路差不多，可以看成是一个系列。《九品芝麻官》其实最轻松搞笑，毕竟导演编剧是王晶。。。,0
2013-04-06 22:14:39,Entrop1e,4,以前的周星驰一直都是香港电影一条龙，王晶虽然土肥圆但是从不能否认曾经的90年代王晶绝对是hk商业导演里最牛的。,0
2017-03-23 22:51:56,请保持高冷,5,周星驰的电影在爆笑中展现情怀。,6
2013-12-12 18:37:50,影,5,星爷无厘头喜剧「巅峰作品」之一，王晶口碑最佳编导作品，剧情和无厘头笑料编排转折衔接呈现实在是精妙绝伦，有限的时长将片里可用的角色以及元素都运用得淋漓尽致，毫无浪费又转折自然还奇特无比，星爷的无厘头笑料一个接一个的登场，绝对是星爷与王晶登峰造极的一次合作。前前后后到现在为止看了应该四五遍，最后一次才惊觉此片真的太经典了，真的妙不可言。当年香港年度票房榜第七（冠军是《赌神2》，亚军是《醉拳2》，星爷的《国产凌凌漆》第三，《破坏之王》第六）,0
2018-12-26 02:16:14,超人叔叔,4,小时候关于周星驰最早的记忆就是来自这里 好多道理放到现在来看依旧如此；平安夜重温 为了那个白胡子红帽子的新兴网红,1
2020-02-02 23:12:51,曼靑,4,从小到大看了无数遍，现在重看也依然觉得很好看，甚至连每一句台词和细节我都记得。明明是两个小时不到的电影，但却被剧情塞得满满当当的，糅合了古装、喜剧、悬疑的丰富题材。现在的笑点已经被网络段子和开心麻花抬得很高，其实要让我捧腹大笑的看一部喜剧是一个很高的要求。当时的香港影坛应该操纵在黑社会手上，所以里面难免有些生猛的荤段子，但是现在看来一点也不觉得低俗，反而觉得有一些蠢蠢的可爱。,1
2016-03-19 02:02:44,北溟客,4,朝廷六台逢年过节必放之一。。。不过确实经典且好看，金句也多。,3
2019-12-26 23:44:11,mOco,3,清官要更奸，不然怎么敌得过贪官呢？,2
2013-06-25 12:36:05,兮称,5,笑过之后是一把辛酸泪，贪官题材佳作，小朋友们都爱看,2
2018-05-04 16:03:51,但丁的方舟,5,真·童年回忆。星爷电影里这可能是小时候在电视上看过遍数最多印象最深的一部，尤其末尾公堂一段，熟悉程度经典指数满星。其实力度很弱，也无需拔出深度，只以纯喜剧论实在精巧圆熟，酣畅淋漓。意外发现：偶尔暂停，画面主体之外，背景里那些配角们都在投入地表演。,1
2017-10-29 18:10:00,月微茫,5,哈哈哈哈哈，滔滔不绝如滔滔江水。好经典,4
2019-02-25 10:54:00,波波维奇,4,很经典的喜剧电影，以前当喜剧看，看个热闹，现在看确实讽刺。,4
2015-10-01 13:25:10,王喝冰,5,经典之作，就算是放在今天也不算过时，更重要的是，星爷的喜剧看上去是无厘头，但其核心从未离开过现实生活和人本身。相比之下，现在的喜剧电影那都是什么鬼？最后，以前并没有注意到，本片的女演员卡司真是亮爆了。,2
2009-07-22 15:32:16,潋滟,5,09/07/22: 我越来越爱星爷了!向嘴贫最高级奋进!XDDD20-52. 我又一次完全不记得自己看过…竟然是94年拍的，放到今日也绝不过时啊。极具反讽的情节。,2
2013-10-15 20:42:08,由之,4,周星驰及其小伙伴的又一代表之作。横行霸道的官二代，官官相护的黑暗官场，似乎随时都很有现实意义。把正义寄托在天子或清官身上，亦有通俗公案小说之流的影子。在王晶的商业片中，是少见的讽刺故事，当然其中也不乏低俗与平庸之处。,2
2020-05-07 10:43:59,少爷光妹,5,别名《白面包青天》，暗喻鸦片，“同治皇帝亟欲打击走私”是隐藏在这部“喜剧”电影里的暗线，可是同治皇帝欲打击走私却不是为国泰民安，只是为了修建圆明园，包容星能最终帮戚秦氏翻案，也只是因为找到了更大的后台。所谓胜利，最终也不是因为正义，只是为了更高者的利益。,6
2017-09-25 13:02:08,Saraphines.,5,贪官要奸，清官更要奸，这样才能治得了贪官。,3
2019-06-06 20:38:32,lileoly,5,我的感觉就是周星驰的电影细节太多了！明明只有一个小时五十分钟不到，却感觉里面好多好多令人记忆深刻的点！张敏好好好好漂亮！！！太美了！哈哈哈哈周星驰的好多细节太有趣了哈哈哈哈来不及吐槽了哈哈哈！俩人探太平间然后蹦出来一堆兵卒和县官一起拍巴掌那段笑死我了，还有后面如花来监狱借种哈哈哈哈过分了妓院那段学骂人吵架然后骂直铁柱子，死人活生，山崩海啸哈哈哈还有后面作为八品巡抚和状师准备开始辩论双方像拳击选手热身一样哈哈哈哈！吴启华：这样可以了吧？怎么样呢？我又跳出来了，我又站回去了，怎么样怎么样怎么样，我又跳出来了，打我啊笨蛋。 （周星驰、吴孟达上，打。） 周星驰：大家都听到了，是他叫我打我才打的啊。 吴孟达：像这种要求，我这辈子都没听过。贪官奸，清官要比清官还要奸！,3
2014-11-07 12:37:47,沈十六,5,这部电影看过三遍吧。,4
2019-12-13 15:25:12,阿木林,5,感觉周星驰的电影在荒诞搞笑的外表下有一个悲剧的内核。如果没有就会使整个电影看上去显得轻浮，一定加入一些能沉下来的东西。二者相得益彰，缺一不可。看他的电影，最明显一个特征，里面会有民间的视角。无论是善恶，审美都会合乎一个民间场域的，观众的认知，所以故事结局一般都是好的；而观众会随着民间场域的视角去分析对错。换句话说，里面会有一个中立方存在，善恶是含糊的，民间是卧虎藏龙的。,1
2010-11-05 19:11:19,Uro『Yume』ko,5,大概是看最多遍的一部，吵架王练成实在太励志了……我靠看了完整版才发现有为和吴广得是强行搅基了吗哈哈哈哈哈哈哈哈！达叔攻得好！！！捶地,2
2019-12-16 17:39:25,漫步,5,剧情套路俗暴了，台词表演浮夸暴了。周星驰，蔡少芬，张敏，常威，还有吴孟达和豹子头，就是有起死回生的水准，主角配角都亮眼，就是能把人逗笑，粗俗的高级,2
2011-12-07 16:20:26,sunkun,5,怪了，王晶现在的片子那么垃圾，以前的都很经典，是江郎才尽了吗？虽然有很多穿帮和瑕疵，不过不能掩饰星爷完美的演技，古天乐郑中基等人耍贱都没有星爷耍的可爱。和吴孟达的配合真是完美，虽然达叔永远都是呆呆傻傻的角色，但是和机灵古怪的星爷配合起来就是天衣无缝，张敏前面被诬陷的地方真惨啊。,2
2017-07-19 11:01:48,慕詩,4,就是很搞笑啊，有周星驰这个招牌放心看就好了。,2
2017-01-25 19:12:26,啾啾喳喳,4,对包龙星在妓院苦练骂人技艺，吵赢一圈老鸨，嘴炮能力最终达到max印象深刻。今日又回顾了粤语版，给周星星表白,1
2012-04-15 23:14:50,我算哪块小饼干,4,吵架功能好无敌。。。。。。对着竹竿骂直到它弯掉，骂大海直到所有鱼都自尽这个实在太厉害了。。。。,0
2019-03-10 19:03:20,小云天空,5,好看，不愧是经典。多年前看过，重看感受很不一样。以搞笑的方式反映了一定的社会现实。以前没有觉出的东西现在却仿佛看懂了不少。尤其是现代社会，更多时候就是:谁更能吵架谁就是王者。,1
2010-10-28 06:14:52,东学西读,4,学习是一种习惯，不管在哪，不断学习，终有出头之日,0
2013-10-05 23:57:34,布的房子,5,十一旅游的时候在宾馆的电视上偶然又重温的，周星驰的电影即便看过好多遍，但仍能饶有趣味的再看一遍！,1
2019-03-01 05:08:34,长夜的风雪,5,审死官和九品芝麻官对照着看很有意思，小时候看只看到了喜剧，现在看来觉得很现实。,2
2021-05-12 09:32:52,lisa|离,5,这一部是我小时候无数次从电视上看到片段，但是一直没看过的周氏戏。其实还挺延续第一部cult的风格，四星吧，一星给苑仔，吵架太出彩了。故事本身倒是有点散碎。蔡少芬年轻的时候是真是美，那会儿也正好是周星驰搭上大刘的时候吧，不知道是不是因为这个原因演出的。蔡少芬这个角色还贡献了一个类似周邦彦宋徽宗的躲床底故事啊哈哈！还有是不是开头这个镜头回收了一下用在了功夫上呢～还有“屎忽鬼”的梗～以及谁能告诉我什么是乞衣煲饭！！！,0
2011-10-23 19:39:27,bureaucracy,4,万岁！把死人说活了的那个梗我每每想起都要笑屎啦,0
